PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Delta Time
0.003,200,1000,0.0035,0.025,0.04,0.0,0.0
0.003,200,1000,0.0035,0.025,0.04,0.0015,0.0
0.003,200,1000,0.0035,0.025,0.04,0.003,0.0
0.003,200,1000,0.0035,0.05,0.0,0.0,4.04
0.003,200,1000,0.0035,0.05,0.0,0.0015,3.96
0.003,200,1000,0.0035,0.05,0.0,0.003,3.96
0.003,200,1000,0.0035,0.05,0.015,0.0,0.0
0.003,200,1000,0.0035,0.05,0.015,0.0015,0.0
0.003,200,1000,0.0035,0.05,0.015,0.003,0.0
0.003,200,1000,0.0035,0.05,0.02,0.0,0.0
0.003,200,1000,0.0035,0.05,0.02,0.0015,0.0
0.003,200,1000,0.0035,0.05,0.02,0.003,0.0
0.003,200,1000,0.0035,0.05,0.025,0.0,0.0
0.003,200,1000,0.0035,0.05,0.04,0.0,0.0
0.003,200,1000,0.004,0.0,0.0,0.0,0.0
0.003,200,1000,0.004,0.0,0.015,0.0,0.0
0.003,200,1000,0.004,0.0,0.02,0.0,0.0
0.003,200,1000,0.004,0.0,0.025,0.0,0.0
0.003,200,1000,0.004,0.0,0.025,0.0015,0.0
0.003,200,1000,0.004,0.0,0.025,0.003,0.0
0.003,200,1000,0.004,0.0,0.04,0.0,0.0
0.003,200,1000,0.004,0.0,0.04,0.0015,0.0
0.003,200,1000,0.004,0.0,0.04,0.003,0.0
0.003,200,1000,0.004,0.025,0.0,0.0,0.0
0.003,200,1000,0.004,0.025,0.0,0.0015,0.0
0.003,200,1000,0.004,0.025,0.0,0.003,0.0
0.003,200,1000,0.004,0.025,0.015,0.0,0.0
0.003,200,1000,0.004,0.025,0.015,0.0015,0.0
0.003,200,1000,0.004,0.025,0.015,0.003,0.0
0.003,200,1000,0.004,0.025,0.02,0.0,0.0
0.003,200,1000,0.004,0.025,0.02,0.0015,0.0
0.003,200,1000,0.004,0.025,0.02,0.003,0.0
0.003,200,1000,0.004,0.025,0.025,0.0,0.0
0.003,200,1000,0.004,0.025,0.025,0.0015,0.0
0.003,200,1000,0.004,0.025,0.025,0.003,0.0
0.003,200,1000,0.004,0.025,0.04,0.0,0.0
0.003,200,1000,0.004,0.025,0.04,0.0015,0.0
0.003,200,1000,0.004,0.025,0.04,0.003,0.0
0.003,200,1000,0.004,0.05,0.0,0.0,0.0
0.003,200,1000,0.004,0.05,0.0,0.0015,0.0
0.003,200,1000,0.004,0.05,0.0,0.003,0.0
0.003,200,1000,0.004,0.05,0.015,0.0,0.0
0.003,200,1000,0.004,0.05,0.015,0.0015,0.0
0.003,200,1000,0.004,0.05,0.015,0.003,0.0
0.003,200,1000,0.004,0.05,0.02,0.0,0.0
0.003,200,1000,0.004,0.05,0.02,0.0015,0.0
0.003,200,1000,0.004,0.05,0.02,0.003,0.0
0.003,200,1000,0.004,0.05,0.025,0.0,0.0
0.003,200,1000,0.004,0.05,0.025,0.0015,0.0
0.003,200,1000,0.004,0.05,0.025,0.003,0.0
0.003,200,1000,0.004,0.05,0.04,0.0,0.0
0.003,200,1000,0.004,0.05,0.04,0.0015,0.0
0.003,200,1000,0.004,0.05,0.04,0.003,0.0
0.003,200,1200,0.003,0.0,0.0,0.0,0.0
0.003,200,1200,0.003,0.0,0.0,0.0015,0.0
0.003,200,1200,0.003,0.0,0.0,0.003,0.0
0.003,200,1200,0.003,0.0,0.015,0.0,2.42
0.003,200,1200,0.003,0.0,0.015,0.0015,2.32
0.003,200,1200,0.003,0.0,0.015,0.003,2.32
0.003,200,1200,0.003,0.0,0.02,0.0,0.0
0.003,200,1200,0.003,0.0,0.02,0.0015,0.0
0.003,200,1200,0.003,0.0,0.02,0.003,0.0
0.003,200,1200,0.003,0.0,0.025,0.0,0.0
0.003,200,1200,0.003,0.0,0.025,0.0015,0.0
0.003,200,1200,0.003,0.0,0.025,0.003,0.0
0.003,200,1200,0.003,0.0,0.04,0.0,0.0
0.003,200,1200,0.003,0.0,0.04,0.0015,0.0
0.003,200,1200,0.003,0.0,0.04,0.003,0.0
0.003,200,1200,0.003,0.025,0.0,0.0,0.0
0.003,200,1200,0.003,0.025,0.015,0.0,0.0
0.003,200,1200,0.003,0.025,0.02,0.0,0.0
0.003,200,1200,0.003,0.025,0.025,0.0,0.0
0.003,200,1200,0.003,0.025,0.04,0.0,0.0
0.003,200,1200,0.003,0.05,0.0,0.0,0.0
0.003,200,1200,0.003,0.05,0.0,0.0015,0.0
0.003,200,1200,0.003,0.05,0.0,0.003,0.0
0.003,200,1200,0.003,0.05,0.015,0.0,0.0
0.003,200,1200,0.003,0.05,0.015,0.0015,0.0
0.003,200,1200,0.003,0.05,0.015,0.003,0.0
0.003,200,1200,0.003,0.05,0.02,0.0,3.72
0.003,200,1200,0.003,0.05,0.02,0.0015,3.58
0.003,200,1200,0.003,0.05,0.02,0.003,3.58
0.003,200,1200,0.003,0.05,0.025,0.0,0.0
0.003,200,1200,0.003,0.05,0.025,0.0015,0.0
0.003,200,1200,0.003,0.05,0.025,0.003,0.0
0.003,200,1200,0.003,0.05,0.04,0.0,0.0
0.003,200,1200,0.003,0.05,0.04,0.0015,0.0
0.003,200,1200,0.003,0.05,0.04,0.003,0.0
0.003,200,1200,0.0035,0.0,0.0,0.0,0.0
0.003,200,1200,0.0035,0.0,0.0,0.0015,0.0
0.003,200,1200,0.0035,0.0,0.0,0.003,0.0
0.003,200,1200,0.0035,0.0,0.015,0.0,0.0
0.003,200,1200,0.0035,0.0,0.015,0.0015,0.0
0.003,200,1200,0.0035,0.0,0.015,0.003,0.0
0.003,200,1200,0.0035,0.0,0.02,0.0,6.34
0.003,200,1200,0.0035,0.0,0.02,0.0015,6.26
0.003,200,1200,0.0035,0.0,0.02,0.003,6.26
0.003,200,1200,0.0035,0.0,0.025,0.0,0.0
0.003,200,1200,0.0035,0.0,0.025,0.0015,0.0
0.003,200,1200,0.0035,0.0,0.025,0.003,0.0
0.003,200,1200,0.0035,0.0,0.04,0.0,0.0
0.003,200,1200,0.0035,0.0,0.04,0.0015,0.0
0.003,200,1200,0.0035,0.0,0.04,0.003,0.0
0.003,200,1200,0.0035,0.025,0.0,0.0,0.0
0.003,200,1200,0.0035,0.025,0.015,0.0,0.0
0.003,200,1200,0.0035,0.025,0.02,0.0,3.66
0.003,200,1200,0.0035,0.025,0.025,0.0,0.0
0.003,200,1200,0.0035,0.025,0.04,0.0,0.0
0.003,200,1200,0.0035,0.05,0.0,0.0,0.0
0.003,200,1200,0.0035,0.05,0.0,0.0015,0.0
0.003,200,1200,0.0035,0.05,0.0,0.003,0.0
0.003,200,1200,0.0035,0.05,0.015,0.0,0.0
0.003,200,1200,0.0035,0.05,0.015,0.0015,0.0
0.003,200,1200,0.0035,0.05,0.015,0.003,0.0
0.003,200,1200,0.0035,0.05,0.02,0.0,1.2
0.003,200,1200,0.0035,0.05,0.02,0.0015,0.82
0.003,200,1200,0.0035,0.05,0.02,0.003,0.82
0.003,200,1200,0.0035,0.05,0.025,0.0,0.0
0.003,200,1200,0.0035,0.05,0.025,0.0015,0.0
0.003,200,1200,0.0035,0.05,0.025,0.003,0.0
0.003,200,1200,0.0035,0.05,0.04,0.0,0.0
0.003,200,1200,0.0035,0.05,0.04,0.0015,0.0
0.003,200,1200,0.0035,0.05,0.04,0.003,0.0
0.003,200,1200,0.004,0.0,0.0,0.0,0.0
0.003,200,1200,0.004,0.0,0.0,0.0015,0.0
0.003,200,1200,0.004,0.0,0.0,0.003,0.0
0.003,200,1200,0.004,0.0,0.015,0.0,0.0
0.003,200,1200,0.004,0.0,0.015,0.0015,0.0
0.003,200,1200,0.004,0.0,0.015,0.003,0.0
0.003,200,1200,0.004,0.0,0.02,0.0,4.74
0.003,200,1200,0.004,0.0,0.02,0.0015,4.66
0.003,200,1200,0.004,0.0,0.02,0.003,4.66
0.003,200,1200,0.004,0.0,0.025,0.0,0.0
0.003,200,1200,0.004,0.0,0.025,0.0015,0.0
0.003,200,1200,0.004,0.0,0.025,0.003,0.0
0.003,200,1200,0.004,0.0,0.04,0.0,0.0
0.003,200,1200,0.004,0.0,0.04,0.0015,0.0
0.003,200,1200,0.004,0.0,0.04,0.003,0.0
0.003,200,1200,0.004,0.025,0.0,0.0,0.0
0.003,200,1200,0.004,0.025,0.015,0.0,0.0
0.003,200,1200,0.004,0.025,0.02,0.0,1.08
0.003,200,1200,0.004,0.025,0.025,0.0,0.0
0.003,200,1200,0.004,0.025,0.04,0.0,0.0
0.003,200,1200,0.004,0.05,0.0,0.0,0.0
0.003,200,1200,0.004,0.05,0.0,0.0015,0.0
0.003,200,1200,0.004,0.05,0.0,0.003,0.0
0.003,200,1200,0.004,0.05,0.015,0.0,0.0
0.003,200,1200,0.004,0.05,0.015,0.0015,0.0
0.003,200,1200,0.004,0.05,0.015,0.003,0.0
0.003,200,1200,0.004,0.05,0.02,0.0,0.0
0.003,200,1200,0.004,0.05,0.02,0.0015,0.0
0.003,200,1200,0.004,0.05,0.02,0.003,0.0
0.003,200,1200,0.004,0.05,0.025,0.0,0.0
0.003,200,1200,0.004,0.05,0.025,0.0015,0.0
0.003,200,1200,0.004,0.05,0.025,0.003,0.0
0.003,200,1200,0.004,0.05,0.04,0.0,0.0
0.003,200,1200,0.004,0.05,0.04,0.0015,0.0
0.003,200,1200,0.004,0.05,0.04,0.003,0.0
0.003,240,900,0.003,0.0,0.0,0.0,0.0
0.003,240,900,0.003,0.0,0.0,0.0015,0.0
0.003,240,900,0.003,0.0,0.0,0.003,0.0
0.003,240,900,0.003,0.0,0.015,0.0,0.0
0.003,240,900,0.003,0.0,0.015,0.0015,0.0
0.003,240,900,0.003,0.0,0.015,0.003,0.0
0.003,240,900,0.003,0.0,0.02,0.0,3.48
0.003,240,900,0.003,0.0,0.02,0.0015,3.38
0.003,240,900,0.003,0.0,0.02,0.003,3.38
0.003,240,900,0.003,0.0,0.025,0.0,0.0
0.003,240,900,0.003,0.0,0.025,0.0015,0.0
0.003,240,900,0.003,0.0,0.025,0.003,0.0
0.003,240,900,0.003,0.0,0.04,0.0,0.0
0.003,240,900,0.003,0.0,0.04,0.0015,0.0
0.003,240,900,0.003,0.0,0.04,0.003,0.0
0.003,240,900,0.003,0.025,0.0,0.0,0.0
0.003,240,900,0.003,0.025,0.015,0.0,0.0
0.003,240,900,0.003,0.025,0.02,0.0,0.0
0.003,240,900,0.003,0.025,0.025,0.0,0.0
0.003,240,900,0.003,0.025,0.04,0.0,0.0
0.003,240,900,0.003,0.05,0.0,0.0,0.0
0.003,240,900,0.003,0.05,0.0,0.0015,0.0
0.003,240,900,0.003,0.05,0.0,0.003,0.0
0.003,240,900,0.003,0.05,0.015,0.0,0.0
0.003,240,900,0.003,0.05,0.015,0.0015,0.0
0.003,240,900,0.003,0.05,0.015,0.003,0.0
0.003,240,900,0.003,0.05,0.02,0.0,1.46
0.003,240,900,0.003,0.05,0.02,0.0015,1.06
0.003,240,900,0.003,0.05,0.02,0.003,1.06
0.003,240,900,0.003,0.05,0.025,0.0,0.0
0.003,240,900,0.003,0.05,0.025,0.0015,0.0
0.003,240,900,0.003,0.05,0.025,0.003,0.0
0.003,240,900,0.003,0.05,0.04,0.0,0.0
0.003,240,900,0.003,0.05,0.04,0.0015,0.0
0.003,240,900,0.003,0.05,0.04,0.003,0.0
0.003,240,900,0.0035,0.0,0.0,0.0,0.0
0.003,240,900,0.0035,0.0,0.0,0.0015,0.0
0.003,240,900,0.0035,0.0,0.0,0.003,0.0
0.003,240,900,0.0035,0.0,0.015,0.0,0.0
0.003,240,900,0.0035,0.0,0.015,0.0015,0.0
0.003,240,900,0.0035,0.0,0.015,0.003,0.0
0.003,240,900,0.0035,0.0,0.02,0.0,4.98
0.003,240,900,0.0035,0.0,0.02,0.0015,4.88
0.003,240,900,0.0035,0.0,0.02,0.003,4.88
0.003,240,900,0.0035,0.0,0.025,0.0,0.0
0.003,240,900,0.0035,0.0,0.025,0.0015,0.0
0.003,240,900,0.0035,0.0,0.025,0.003,0.0
0.003,240,900,0.0035,0.0,0.04,0.0,0.0
0.003,240,900,0.0035,0.0,0.04,0.0015,0.0
0.003,240,900,0.0035,0.0,0.04,0.003,0.0
0.003,240,900,0.0035,0.025,0.0,0.0,0.0
0.003,240,900,0.0035,0.025,0.015,0.0,0.0
0.003,240,900,0.0035,0.025,0.02,0.0,1.3
0.003,240,900,0.0035,0.025,0.025,0.0,0.0
0.003,240,900,0.0035,0.025,0.04,0.0,0.0
0.003,240,900,0.0035,0.05,0.0,0.0,0.0
0.003,240,900,0.0035,0.05,0.0,0.0015,0.0
0.003,240,900,0.0035,0.05,0.0,0.003,0.0
0.003,240,900,0.0035,0.05,0.015,0.0,0.0
0.003,240,900,0.0035,0.05,0.015,0.0015,0.0
0.003,240,900,0.0035,0.05,0.015,0.003,0.0
0.003,240,900,0.0035,0.05,0.02,0.0,0.0
0.003,240,900,0.0035,0.05,0.02,0.0015,0.0
0.003,240,900,0.0035,0.05,0.02,0.003,0.0
0.003,240,900,0.0035,0.05,0.025,0.0,0.0
0.003,240,900,0.0035,0.05,0.025,0.0015,0.0
0.003,240,900,0.0035,0.05,0.025,0.003,0.0
0.003,240,900,0.0035,0.05,0.04,0.0,0.0
0.003,240,900,0.0035,0.05,0.04,0.0015,0.0
0.003,240,900,0.0035,0.05,0.04,0.003,0.0
0.003,240,900,0.004,0.0,0.0,0.0,0.0
0.003,240,900,0.004,0.0,0.0,0.0015,0.0
0.003,240,900,0.004,0.0,0.0,0.003,0.0
0.003,240,900,0.004,0.0,0.015,0.0,0.0
0.003,240,900,0.004,0.0,0.015,0.0015,0.0
0.003,240,900,0.004,0.0,0.015,0.003,0.0
0.003,240,900,0.004,0.0,0.02,0.0,3.16
0.003,240,900,0.004,0.0,0.02,0.0015,3.02
0.003,240,900,0.004,0.0,0.02,0.003,3.02
0.003,240,900,0.004,0.0,0.025,0.0,0.0
0.003,240,900,0.004,0.0,0.025,0.0015,0.0
0.003,240,900,0.004,0.0,0.025,0.003,0.0
0.003,240,900,0.004,0.0,0.04,0.0,0.0
0.003,240,900,0.004,0.0,0.04,0.0015,0.0
0.003,240,900,0.004,0.0,0.04,0.003,0.0
0.003,240,900,0.004,0.025,0.0,0.0,0.0
0.003,240,900,0.004,0.025,0.015,0.0,0.0
0.003,240,900,0.004,0.025,0.02,0.0,0.0
0.003,240,900,0.004,0.025,0.025,0.0,0.0
0.003,240,900,0.004,0.025,0.04,0.0,0.0
0.003,240,900,0.004,0.05,0.0,0.0,0.0
0.003,240,900,0.004,0.05,0.0,0.0015,0.0
0.003,240,900,0.004,0.05,0.0,0.003,0.0
0.003,240,900,0.004,0.05,0.015,0.0,0.0
0.003,240,900,0.004,0.05,0.015,0.0015,0.0
0.003,240,900,0.004,0.05,0.015,0.003,0.0
0.003,240,900,0.004,0.05,0.02,0.0,0.0
0.003,240,900,0.004,0.05,0.02,0.0015,0.0
0.003,240,900,0.004,0.05,0.02,0.003,0.0
0.003,240,900,0.004,0.05,0.025,0.0,0.0
0.003,240,900,0.004,0.05,0.025,0.0015,0.0
0.003,240,900,0.004,0.05,0.025,0.003,0.0
0.003,240,900,0.004,0.05,0.04,0.0,0.0
0.003,240,900,0.004,0.05,0.04,0.0015,0.0
0.003,240,900,0.004,0.05,0.04,0.003,0.0
0.003,240,1000,0.003,0.0,0.0,0.0,0.0
0.003,240,1000,0.003,0.0,0.0,0.0015,0.0
0.003,240,1000,0.003,0.0,0.0,0.003,0.0
0.003,240,1000,0.003,0.0,0.015,0.0,0.0
0.003,240,1000,0.003,0.0,0.015,0.0015,0.0
0.003,240,1000,0.003,0.0,0.015,0.003,0.0
0.003,240,1000,0.003,0.0,0.02,0.0,1.68
0.003,240,1000,0.003,0.0,0.02,0.0015,1.52
0.003,240,1000,0.003,0.0,0.02,0.003,1.52
0.003,240,1000,0.003,0.0,0.025,0.0,0.0
0.003,240,1000,0.003,0.0,0.025,0.0015,0.0
0.003,240,1000,0.003,0.0,0.025,0.003,0.0
0.003,240,1000,0.003,0.0,0.04,0.0,0.0
0.003,240,1000,0.003,0.0,0.04,0.0015,0.0
0.003,240,1000,0.003,0.0,0.04,0.003,0.0
0.003,240,1000,0.003,0.025,0.0,0.0,0.0
0.003,240,1000,0.003,0.025,0.015,0.0,0.0
0.003,240,1000,0.003,0.025,0.02,0.0,0.0
0.003,240,1000,0.003,0.025,0.025,0.0,0.0
0.003,240,1000,0.003,0.025,0.04,0.0,0.0
0.003,240,1000,0.003,0.05,0.0,0.0,0.0
0.003,240,1000,0.003,0.05,0.0,0.0015,0.0
0.003,240,1000,0.003,0.05,0.0,0.003,0.0
0.003,240,1000,0.003,0.05,0.015,0.0,0.0
0.003,240,1000,0.003,0.05,0.015,0.0015,0.0
0.003,240,1000,0.003,0.05,0.015,0.003,0.0
0.003,240,1000,0.003,0.05,0.02,0.0,2.54
0.003,240,1000,0.003,0.05,0.02,0.0015,2.32
0.003,240,1000,0.003,0.05,0.02,0.003,2.32
0.003,240,1000,0.003,0.05,0.025,0.0,0.0
0.003,240,1000,0.003,0.05,0.025,0.0015,0.0
0.003,240,1000,0.003,0.05,0.025,0.003,0.0
0.003,240,1000,0.003,0.05,0.04,0.0,0.0
0.003,240,1000,0.003,0.05,0.04,0.0015,0.0
0.003,240,1000,0.003,0.05,0.04,0.003,0.0
0.003,240,1000,0.0035,0.0,0.0,0.0,0.0
0.003,240,1000,0.0035,0.0,0.0,0.0015,0.0
0.003,240,1000,0.0035,0.0,0.0,0.003,0.0
0.003,240,1000,0.0035,0.0,0.015,0.0,0.0
0.003,240,1000,0.0035,0.0,0.015,0.0015,0.0
0.003,240,1000,0.0035,0.0,0.015,0.003,0.0
0.003,240,1000,0.0035,0.0,0.02,0.0,5.34
0.003,240,1000,0.0035,0.0,0.02,0.0015,5.26
0.003,240,1000,0.0035,0.0,0.02,0.003,5.26
0.003,240,1000,0.0035,0.0,0.025,0.0,0.0
0.003,240,1000,0.0035,0.0,0.025,0.0015,0.0
0.003,240,1000,0.0035,0.0,0.025,0.003,0.0
0.003,240,1000,0.0035,0.0,0.04,0.0,0.0
0.003,240,1000,0.0035,0.0,0.04,0.0015,0.0
0.003,240,1000,0.0035,0.0,0.04,0.003,0.0
0.003,240,1000,0.0035,0.025,0.0,0.0,0.0
0.003,240,1000,0.0035,0.025,0.015,0.0,0.0
0.003,240,1000,0.0035,0.025,0.02,0.0,2.46
0.003,240,1000,0.0035,0.025,0.025,0.0,0.0
0.003,240,1000,0.0035,0.025,0.04,0.0,0.0
0.003,240,1000,0.0035,0.05,0.0,0.0,0.0
0.003,240,1000,0.0035,0.05,0.0,0.0015,0.0
0.003,240,1000,0.0035,0.05,0.0,0.003,0.0
0.003,240,1000,0.0035,0.05,0.015,0.0,0.0
0.003,240,1000,0.0035,0.05,0.015,0.0015,0.0
0.003,240,1000,0.0035,0.05,0.015,0.003,0.0
0.003,240,1000,0.0035,0.05,0.02,0.0,0.0
0.003,240,1000,0.0035,0.05,0.02,0.0015,0.0
0.003,240,1000,0.0035,0.05,0.02,0.003,0.0
0.003,240,1000,0.0035,0.05,0.025,0.0,0.0
0.003,240,1000,0.0035,0.05,0.025,0.0015,0.0
0.003,240,1000,0.0035,0.05,0.025,0.003,0.0
0.003,240,1000,0.0035,0.05,0.04,0.0,0.0
0.003,240,1000,0.0035,0.05,0.04,0.0015,0.0
0.003,240,1000,0.0035,0.05,0.04,0.003,0.0
0.003,240,1000,0.004,0.0,0.0,0.0,0.0
0.003,240,1000,0.004,0.0,0.0,0.0015,0.0
0.003,240,1000,0.004,0.0,0.0,0.003,0.0
0.003,240,1000,0.004,0.0,0.015,0.0,0.0
0.003,240,1000,0.004,0.0,0.015,0.0015,0.0
0.003,240,1000,0.004,0.0,0.015,0.003,0.0
0.003,240,1000,0.004,0.0,0.02,0.0,3.8
0.003,240,1000,0.004,0.0,0.02,0.0015,3.7
0.003,240,1000,0.004,0.0,0.02,0.003,3.7
0.003,240,1000,0.004,0.0,0.025,0.0,0.0
0.003,240,1000,0.004,0.0,0.025,0.0015,0.0
0.003,240,1000,0.004,0.0,0.025,0.003,0.0
0.003,240,1000,0.004,0.0,0.04,0.0,0.0
0.003,240,1000,0.004,0.0,0.04,0.0015,0.0
0.003,240,1000,0.004,0.0,0.04,0.003,0.0
0.003,240,1000,0.004,0.025,0.0,0.0,0.0
0.003,240,1000,0.004,0.025,0.015,0.0,0.0
0.003,240,1000,0.004,0.025,0.02,0.0,0.0
0.003,240,1000,0.004,0.025,0.025,0.0,0.0
0.003,240,1000,0.004,0.025,0.04,0.0,0.0
0.003,240,1000,0.004,0.05,0.0,0.0,0.0
0.003,240,1000,0.004,0.05,0.0,0.0015,0.0
0.003,240,1000,0.004,0.05,0.0,0.003,0.0
0.003,240,1000,0.004,0.05,0.015,0.0,0.0
0.003,240,1000,0.004,0.05,0.015,0.0015,0.0
0.003,240,1000,0.004,0.05,0.015,0.003,0.0
0.003,240,1000,0.004,0.05,0.02,0.0,0.0
0.003,240,1000,0.004,0.05,0.02,0.0015,0.0
0.003,240,1000,0.004,0.05,0.02,0.003,0.0
0.003,240,1000,0.004,0.05,0.025,0.0,0.0
0.003,240,1000,0.004,0.05,0.025,0.0015,0.0
0.003,240,1000,0.004,0.05,0.025,0.003,0.0
0.003,240,1000,0.004,0.05,0.04,0.0,0.0
0.003,240,1000,0.004,0.05,0.04,0.0015,0.0
0.003,240,1000,0.004,0.05,0.04,0.003,0.0
0.003,240,1200,0.003,0.0,0.0,0.0,0.0
0.003,240,1200,0.003,0.0,0.0,0.0015,0.0
0.003,240,1200,0.003,0.0,0.0,0.003,0.0
0.003,240,1200,0.003,0.0,0.015,0.0,0.0
0.003,240,1200,0.003,0.0,0.015,0.0015,0.0
0.003,240,1200,0.003,0.0,0.015,0.003,0.0
0.003,240,1200,0.003,0.0,0.02,0.0,2.18
0.003,240,1200,0.003,0.0,0.02,0.0015,2.06
0.003,240,1200,0.003,0.0,0.02,0.003,2.06
0.003,240,1200,0.003,0.0,0.025,0.0,0.0
0.003,240,1200,0.003,0.0,0.025,0.0015,0.0
0.003,240,1200,0.003,0.0,0.025,0.003,0.0
0.003,240,1200,0.003,0.0,0.04,0.0,0.0
0.003,240,1200,0.003,0.0,0.04,0.0015,0.0
0.003,240,1200,0.003,0.0,0.04,0.003,0.0
0.003,240,1200,0.003,0.025,0.0,0.0,0.0
0.003,240,1200,0.003,0.025,0.015,0.0,0.0
0.003,240,1200,0.003,0.025,0.02,0.0,0.0
0.003,240,1200,0.003,0.025,0.025,0.0,0.0
0.003,240,1200,0.003,0.025,0.04,0.0,0.0
0.003,240,1200,0.003,0.05,0.0,0.0,0.0
0.003,240,1200,0.003,0.05,0.0,0.0015,0.0
0.003,240,1200,0.003,0.05,0.0,0.003,0.0
0.003,240,1200,0.003,0.05,0.015,0.0,0.0
0.003,240,1200,0.003,0.05,0.015,0.0015,0.0
0.003,240,1200,0.003,0.05,0.015,0.003,0.0
0.003,240,1200,0.003,0.05,0.02,0.0,3.84
0.003,240,1200,0.003,0.05,0.02,0.0015,3.7
0.003,240,1200,0.003,0.05,0.02,0.003,3.7
0.003,240,1200,0.003,0.05,0.025,0.0,0.0
0.003,240,1200,0.003,0.05,0.025,0.0015,0.0
0.003,240,1200,0.003,0.05,0.025,0.003,0.0
0.003,240,1200,0.003,0.05,0.04,0.0,0.0
0.003,240,1200,0.003,0.05,0.04,0.0015,0.0
0.003,240,1200,0.003,0.05,0.04,0.003,0.0
0.003,240,1200,0.0035,0.0,0.0,0.0,0.0
0.003,240,1200,0.0035,0.0,0.0,0.0015,0.0
0.003,240,1200,0.0035,0.0,0.0,0.003,0.0
0.003,240,1200,0.0035,0.0,0.015,0.0,0.0
0.003,240,1200,0.0035,0.0,0.015,0.0015,0.0
0.003,240,1200,0.0035,0.0,0.015,0.003,0.0
0.003,240,1200,0.0035,0.0,0.02,0.0,5.96
0.003,240,1200,0.0035,0.0,0.02,0.0015,5.9
0.003,240,1200,0.0035,0.0,0.02,0.003,5.9
0.003,240,1200,0.0035,0.0,0.025,0.0,0.0
0.003,240,1200,0.0035,0.0,0.025,0.0015,0.0
0.003,240,1200,0.0035,0.0,0.025,0.003,0.0
0.003,240,1200,0.0035,0.0,0.04,0.0,0.0
0.003,240,1200,0.0035,0.0,0.04,0.0015,0.0
0.003,240,1200,0.0035,0.0,0.04,0.003,0.0
0.003,240,1200,0.0035,0.025,0.0,0.0,0.0
0.003,240,1200,0.0035,0.025,0.015,0.0,0.0
0.003,240,1200,0.0035,0.025,0.02,0.0,3.78
0.003,240,1200,0.0035,0.025,0.025,0.0,0.0
0.003,240,1200,0.0035,0.025,0.04,0.0,0.0
0.003,240,1200,0.0035,0.05,0.0,0.0,0.0
0.003,240,1200,0.0035,0.05,0.0,0.0015,0.0
0.003,240,1200,0.0035,0.05,0.0,0.003,0.0
0.003,240,1200,0.0035,0.05,0.015,0.0,0.0
0.003,240,1200,0.0035,0.05,0.015,0.0015,0.0
0.003,240,1200,0.0035,0.05,0.015,0.003,0.0
0.003,240,1200,0.0035,0.05,0.02,0.0,1.64
0.003,240,1200,0.0035,0.05,0.02,0.0015,1.36
0.003,240,1200,0.0035,0.05,0.02,0.003,1.36
0.003,240,1200,0.0035,0.05,0.025,0.0,0.0
0.003,240,1200,0.0035,0.05,0.025,0.0015,0.0
0.003,240,1200,0.0035,0.05,0.025,0.003,0.0
0.003,240,1200,0.0035,0.05,0.04,0.0,0.0
0.003,240,1200,0.0035,0.05,0.04,0.0015,0.0
0.003,240,1200,0.0035,0.05,0.04,0.003,0.0
0.003,240,1200,0.004,0.0,0.0,0.0,0.0
0.003,240,1200,0.004,0.0,0.0,0.0015,0.0
0.003,240,1200,0.004,0.0,0.0,0.003,0.0
0.003,240,1200,0.004,0.0,0.015,0.0,0.0
0.003,240,1200,0.004,0.0,0.015,0.0015,0.0
0.003,240,1200,0.004,0.0,0.015,0.003,0.0
0.003,240,1200,0.004,0.0,0.02,0.0,4.56
0.003,240,1200,0.004,0.0,0.02,0.0015,4.48
0.003,240,1200,0.004,0.0,0.02,0.003,4.48
0.003,240,1200,0.004,0.0,0.025,0.0,0.0
0.003,240,1200,0.004,0.0,0.025,0.0015,0.0
0.003,240,1200,0.004,0.0,0.025,0.003,0.0
0.003,240,1200,0.004,0.0,0.04,0.0,0.0
0.003,240,1200,0.004,0.0,0.04,0.0015,0.0
0.003,240,1200,0.004,0.0,0.04,0.003,0.0
0.003,240,1200,0.004,0.025,0.0,0.0,0.0
0.003,240,1200,0.004,0.025,0.015,0.0,0.0
0.003,240,1200,0.004,0.025,0.02,0.0,1.54
0.003,240,1200,0.004,0.025,0.025,0.0,0.0
0.003,240,1200,0.004,0.025,0.04,0.0,0.0
0.003,240,1200,0.004,0.05,0.0,0.0,0.0
0.003,240,1200,0.004,0.05,0.0,0.0015,0.0
0.003,240,1200,0.004,0.05,0.0,0.003,0.0
0.003,240,1200,0.004,0.05,0.015,0.0,0.0
0.003,240,1200,0.004,0.05,0.015,0.0015,0.0
0.003,240,1200,0.004,0.05,0.015,0.003,0.0
0.003,240,1200,0.004,0.05,0.02,0.0,0.0
0.003,240,1200,0.004,0.05,0.02,0.0015,0.0
0.003,240,1200,0.004,0.05,0.02,0.003,0.0
0.003,240,1200,0.004,0.05,0.025,0.0,0.0
0.003,240,1200,0.004,0.05,0.025,0.0015,0.0
0.003,240,1200,0.004,0.05,0.025,0.003,0.0
0.003,240,1200,0.004,0.05,0.04,0.0,0.0
0.003,240,1200,0.004,0.05,0.04,0.0015,0.0
0.003,240,1200,0.004,0.05,0.04,0.003,0.0
0.004,180,900,0.003,0.0,0.0,0.0,0.0
