PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Delta Time
0.003,200,900,0.003,0.0,0.02,0.003,12.3
0.005,200,1200,0.004,0.0,0.025,0.005,0.0
0.003,200,1200,0.003,0.0,0.025,0.0,0.0
0.003,200,1000,0.004,0.025,0.015,0.0015,0.0
0.004,240,1200,0.003,0.0,0.04,0.004,0.0
0.004,240,1000,0.004,0.025,0.02,0.0,9.98
0.005,200,900,0.003,0.05,0.04,0.0,0.0
0.005,180,1000,0.003,0.025,0.025,0.005,18.92
0.004,240,900,0.0035,0.0,0.0,0.004,0.0
0.003,180,900,0.004,0.05,0.0,0.0015,0.0
0.005,240,900,0.004,0.0,0.02,0.0025,0.0
0.003,240,900,0.003,0.05,0.02,0.003,10.92
0.005,240,1000,0.003,0.05,0.015,0.0025,0.0
0.003,200,1200,0.0035,0.05,0.025,0.003,0.0
0.003,240,1000,0.003,0.0,0.02,0.0015,7.9
0.005,200,1000,0.0035,0.025,0.02,0.0,15.24
0.003,200,1000,0.003,0.05,0.04,0.0,0.0
0.004,240,900,0.004,0.05,0.015,0.002,0.0
0.004,200,1200,0.0035,0.05,0.0,0.0,0.0
0.004,180,1000,0.003,0.0,0.04,0.004,0.0
0.005,180,1000,0.0035,0.05,0.015,0.0,0.0
0.003,180,1000,0.003,0.0,0.025,0.003,0.0
0.005,180,1200,0.004,0.05,0.0,0.0025,0.0
0.004,180,900,0.003,0.025,0.015,0.0,0.0
0.003,180,1000,0.004,0.05,0.0,0.003,0.0
0.004,180,1200,0.004,0.05,0.025,0.004,8.72
0.003,240,1200,0.0035,0.0,0.025,0.0,13.8
0.003,240,900,0.003,0.025,0.015,0.0,0.0
0.005,200,900,0.004,0.025,0.02,0.0025,8.9
0.003,200,1200,0.003,0.05,0.04,0.0,0.0
0.005,200,1000,0.0035,0.025,0.015,0.0,8.16
0.004,200,1200,0.0035,0.0,0.025,0.004,0.0
0.004,180,1000,0.004,0.05,0.025,0.0,0.0
0.003,180,900,0.004,0.05,0.04,0.0,0.0
0.005,180,900,0.003,0.0,0.025,0.005,0.0
0.005,200,900,0.004,0.05,0.02,0.0025,0.0
0.005,180,1200,0.003,0.05,0.04,0.0,0.0
0.003,240,900,0.004,0.05,0.04,0.003,0.0
0.003,180,900,0.003,0.025,0.0,0.0015,0.0
0.005,240,1200,0.004,0.0,0.02,0.0,1.9
0.004,200,1000,0.004,0.025,0.02,0.002,0.0
0.005,200,1000,0.0035,0.0,0.04,0.005,0.0
0.005,200,900,0.003,0.0,0.025,0.005,0.0
0.005,240,900,0.003,0.05,0.04,0.0,0.0
0.005,200,1200,0.003,0.0,0.0,0.0,0.0
0.005,200,900,0.0035,0.05,0.0,0.0025,0.0
0.005,240,1000,0.0035,0.0,0.04,0.005,0.0
0.004,200,900,0.004,0.05,0.025,0.0,0.0
0.005,180,1000,0.003,0.025,0.04,0.0025,0.0
0.003,240,1000,0.004,0.0,0.04,0.0,0.0
0.003,180,1200,0.003,0.025,0.02,0.0015,16.98
0.005,200,1200,0.0035,0.025,0.04,0.0025,0.0
0.003,240,1200,0.003,0.0,0.02,0.0,9.36
0.004,240,900,0.0035,0.025,0.04,0.004,0.0
0.003,200,1200,0.0035,0.05,0.015,0.0015,0.0
0.004,240,900,0.003,0.0,0.025,0.002,0.0
0.003,180,1000,0.0035,0.025,0.025,0.003,16.14
0.005,200,900,0.004,0.05,0.0,0.0,0.0
0.004,180,900,0.004,0.05,0.025,0.004,0.0
0.003,180,900,0.0035,0.05,0.0,0.0015,0.0
0.003,200,900,0.004,0.025,0.04,0.0015,0.0
0.005,180,1200,0.0035,0.0,0.025,0.0025,0.0
0.004,240,1000,0.004,0.0,0.025,0.0,0.0
0.005,240,1000,0.0035,0.0,0.025,0.0025,0.0
0.005,240,900,0.003,0.025,0.025,0.005,8.72
0.004,240,1200,0.003,0.025,0.02,0.004,21.62
0.005,240,1200,0.003,0.0,0.015,0.005,0.0
0.003,200,900,0.004,0.025,0.04,0.0,0.0
0.005,200,1000,0.003,0.025,0.025,0.0,15.2
0.005,240,1200,0.003,0.0,0.02,0.0025,14.28
0.004,240,900,0.003,0.025,0.025,0.004,11.54
0.004,240,900,0.003,0.05,0.0,0.002,0.0
0.005,240,900,0.0035,0.025,0.0,0.0025,0.0
0.003,180,900,0.0035,0.0,0.02,0.0015,0.0
0.004,240,900,0.004,0.025,0.0,0.002,0.0
0.003,200,1200,0.003,0.05,0.025,0.0015,8.64
0.003,240,1200,0.004,0.0,0.015,0.0,9.9
0.004,200,1000,0.003,0.05,0.0,0.004,0.0
0.003,180,1200,0.004,0.0,0.025,0.0015,3.74
0.004,180,900,0.003,0.0,0.015,0.002,5.56
0.003,200,900,0.003,0.0,0.02,0.0,12.52
0.004,240,900,0.004,0.05,0.0,0.002,0.0
0.003,240,900,0.0035,0.05,0.015,0.0,0.0
0.003,180,1200,0.0035,0.0,0.02,0.0015,0.0
0.005,180,1000,0.0035,0.0,0.04,0.0025,0.0
0.004,180,1000,0.0035,0.05,0.0,0.0,0.0
0.004,180,1200,0.003,0.025,0.015,0.002,0.0
0.004,240,900,0.0035,0.0,0.04,0.004,0.0
0.005,200,1000,0.003,0.025,0.015,0.0025,15.46
0.005,180,900,0.004,0.05,0.02,0.0025,0.0
0.003,180,1000,0.003,0.025,0.02,0.0,0.0
0.003,240,1200,0.004,0.05,0.0,0.0,0.0
0.005,240,1200,0.004,0.0,0.015,0.0025,0.0
0.005,240,1000,0.003,0.025,0.015,0.0025,11.46
0.005,240,900,0.003,0.0,0.015,0.0025,0.0
0.005,200,1000,0.003,0.025,0.04,0.0025,0.0
0.005,200,900,0.0035,0.025,0.015,0.0,6.04
0.003,200,1000,0.003,0.05,0.0,0.003,0.0
0.003,180,900,0.0035,0.0,0.025,0.003,2.96
0.003,200,1200,0.0035,0.0,0.0,0.0,0.0
0.005,200,900,0.004,0.05,0.0,0.0025,0.0
0.005,200,1200,0.004,0.025,0.015,0.0025,5.96
0.003,200,900,0.0035,0.025,0.025,0.0015,6.52
0.005,240,900,0.004,0.025,0.02,0.0,6.94
0.003,180,1000,0.003,0.05,0.015,0.0,0.0
0.003,180,1200,0.0035,0.025,0.0,0.003,0.0
0.005,180,1000,0.004,0.0,0.0,0.0025,0.0
0.003,180,900,0.004,0.0,0.025,0.0015,0.0
0.004,240,1000,0.004,0.0,0.0,0.002,0.0
0.004,200,1000,0.0035,0.05,0.025,0.002,9.72
0.005,180,1200,0.0035,0.05,0.015,0.0025,0.0
0.003,200,1000,0.004,0.05,0.0,0.0,0.0
0.003,200,900,0.004,0.0,0.0,0.0,0.0
0.003,240,1000,0.0035,0.05,0.025,0.0015,0.0
0.004,180,1000,0.003,0.0,0.025,0.0,3.4
0.005,200,1000,0.003,0.025,0.0,0.005,0.0
0.004,180,1000,0.004,0.0,0.015,0.002,0.0
0.004,200,900,0.004,0.025,0.02,0.0,0.0
0.005,180,1000,0.004,0.025,0.04,0.005,0.0
0.004,180,1200,0.003,0.05,0.04,0.004,0.0
0.005,200,900,0.003,0.05,0.02,0.0025,5.12
0.005,200,1000,0.0035,0.0,0.015,0.0025,0.0
0.004,180,1200,0.004,0.05,0.02,0.0,15.66
0.003,180,1000,0.003,0.0,0.02,0.0015,0.0
0.004,200,1200,0.004,0.025,0.04,0.0,0.0
0.004,240,1000,0.004,0.025,0.04,0.004,0.0
0.003,180,900,0.0035,0.0,0.04,0.0,0.0
0.003,240,1000,0.003,0.05,0.0,0.0015,0.0
0.004,180,1200,0.003,0.0,0.04,0.0,0.0
0.005,180,1000,0.004,0.025,0.02,0.0025,12.34
0.004,240,900,0.003,0.05,0.04,0.002,0.0
0.003,240,1000,0.003,0.0,0.015,0.0,0.0
0.005,180,1200,0.004,0.05,0.025,0.0,0.0
0.004,180,1000,0.003,0.025,0.04,0.002,0.0
0.005,200,1200,0.004,0.0,0.025,0.0,0.0
0.005,180,900,0.003,0.0,0.0,0.005,0.0
0.005,180,1000,0.004,0.025,0.0,0.0,0.0
0.003,200,1200,0.004,0.05,0.015,0.0015,0.0
0.005,180,1200,0.004,0.025,0.025,0.0025,9.0
0.004,200,1000,0.004,0.0,0.0,0.002,0.0
0.004,200,1200,0.004,0.05,0.04,0.0,0.0
0.004,180,1000,0.004,0.0,0.0,0.0,0.0
0.005,180,900,0.004,0.0,0.0,0.005,0.0
0.004,180,1000,0.004,0.0,0.025,0.002,21.98
0.004,180,900,0.004,0.05,0.015,0.004,0.0
0.004,240,900,0.003,0.025,0.02,0.002,18.42
0.003,180,1200,0.004,0.025,0.02,0.0015,14.36
0.003,180,900,0.0035,0.025,0.0,0.0,0.0
0.005,200,1000,0.004,0.025,0.015,0.005,0.0
0.004,240,900,0.004,0.0,0.025,0.004,0.0
0.005,240,1200,0.004,0.05,0.015,0.0,0.0
0.005,200,1000,0.003,0.0,0.015,0.005,0.0
0.004,240,900,0.003,0.025,0.02,0.004,18.32
0.003,200,1200,0.0035,0.025,0.02,0.0,18.88
0.003,180,1200,0.004,0.0,0.0,0.0,0.0
0.004,200,1000,0.0035,0.025,0.015,0.004,0.0
0.003,200,1200,0.004,0.05,0.02,0.003,3.94
0.004,240,1000,0.0035,0.05,0.025,0.002,0.0
0.005,240,1000,0.0035,0.0,0.02,0.0,2.4
0.005,240,900,0.004,0.05,0.02,0.0,0.0
0.004,200,900,0.004,0.025,0.025,0.0,0.0
0.005,200,900,0.003,0.05,0.0,0.0025,0.0
0.003,180,900,0.004,0.025,0.02,0.0,0.0
0.003,180,1200,0.004,0.0,0.025,0.003,3.74
0.004,200,1000,0.0035,0.0,0.02,0.0,14.9
0.003,180,1000,0.004,0.025,0.015,0.0,0.0
0.005,180,1200,0.003,0.05,0.015,0.0,11.74
0.005,200,1200,0.003,0.0,0.02,0.0025,18.9
0.005,240,1200,0.0035,0.0,0.025,0.0,0.0
0.003,180,1200,0.0035,0.0,0.015,0.0,0.0
0.004,180,1000,0.0035,0.0,0.04,0.004,0.0
0.005,200,900,0.0035,0.05,0.025,0.0,0.0
0.004,200,900,0.0035,0.0,0.015,0.0,12.64
0.005,180,1200,0.003,0.05,0.025,0.0025,10.88
0.005,180,1200,0.004,0.0,0.025,0.0025,0.0
0.003,240,1200,0.003,0.0,0.025,0.0015,0.0
0.005,200,1000,0.003,0.025,0.02,0.0025,21.88
0.005,200,1200,0.004,0.05,0.02,0.0025,0.0
0.005,200,900,0.003,0.025,0.04,0.0,0.0
0.004,240,1200,0.004,0.0,0.025,0.002,0.0
0.004,180,1000,0.0035,0.025,0.02,0.0,17.36
0.004,240,900,0.0035,0.025,0.0,0.0,0.0
0.005,180,900,0.004,0.0,0.02,0.005,0.0
0.003,180,900,0.003,0.025,0.015,0.003,13.16
0.004,180,1000,0.003,0.05,0.0,0.004,0.0
0.004,200,900,0.0035,0.05,0.04,0.002,0.0
0.003,240,1000,0.004,0.0,0.0,0.003,0.0
0.004,180,1200,0.0035,0.05,0.0,0.0,0.0
0.004,180,900,0.0035,0.0,0.0,0.0,0.0
0.003,240,900,0.0035,0.05,0.0,0.0015,0.0
0.005,240,1000,0.004,0.025,0.0,0.0,0.0
0.003,180,1000,0.004,0.05,0.015,0.0,0.0
0.005,200,900,0.0035,0.025,0.025,0.0,5.38
0.003,180,1200,0.003,0.05,0.025,0.0,19.38
0.004,180,1200,0.004,0.025,0.025,0.002,0.0
0.005,240,900,0.004,0.025,0.0,0.0,0.0
0.005,240,900,0.0035,0.0,0.015,0.005,0.0
0.004,200,1000,0.003,0.025,0.04,0.0,0.0
0.004,180,900,0.003,0.05,0.04,0.004,0.0
0.003,240,1000,0.003,0.0,0.025,0.0,0.0
0.003,200,1200,0.0035,0.05,0.025,0.0015,0.0
0.004,180,900,0.003,0.05,0.0,0.0,0.0
0.004,240,1000,0.0035,0.025,0.04,0.002,0.0
0.003,200,1000,0.003,0.05,0.015,0.0,0.0
0.004,200,900,0.0035,0.05,0.02,0.002,19.3
0.004,240,900,0.003,0.05,0.025,0.0,0.0
0.003,240,900,0.004,0.05,0.04,0.0015,0.0
0.004,180,1000,0.0035,0.05,0.0,0.004,0.0
0.004,200,900,0.0035,0.0,0.025,0.0,0.0
0.005,180,1200,0.0035,0.05,0.015,0.0,0.0
0.005,240,1000,0.004,0.0,0.04,0.0025,0.0
0.004,240,1000,0.0035,0.05,0.02,0.002,3.32
0.005,240,1000,0.004,0.05,0.04,0.0025,0.0
0.003,200,1000,0.004,0.025,0.0,0.0015,0.68
0.004,200,1000,0.003,0.0,0.04,0.0,0.0
0.004,180,1000,0.0035,0.05,0.0,0.002,0.0
0.005,180,900,0.0035,0.0,0.025,0.0025,0.0
0.003,180,1200,0.004,0.0,0.04,0.0,0.0
0.005,240,1200,0.003,0.05,0.0,0.0025,0.0
0.003,200,1000,0.0035,0.05,0.02,0.0,0.0
0.004,180,900,0.004,0.0,0.0,0.002,8.9
0.003,240,900,0.0035,0.05,0.04,0.003,0.0
0.003,240,1200,0.003,0.0,0.04,0.0015,0.0
0.005,240,1200,0.003,0.025,0.0,0.0025,0.0
0.005,180,900,0.003,0.025,0.02,0.0025,23.24
0.004,180,900,0.0035,0.0,0.04,0.004,0.0
0.004,240,1000,0.0035,0.0,0.02,0.004,3.32
0.004,200,1200,0.003,0.05,0.04,0.0,0.0
0.005,200,1000,0.003,0.0,0.0,0.0,0.0
0.003,240,1200,0.004,0.05,0.02,0.0,4.82
0.004,200,1200,0.003,0.0,0.015,0.002,7.54
0.003,200,1200,0.0035,0.0,0.04,0.003,0.0
0.003,200,1000,0.004,0.0,0.04,0.0,0.0
0.003,180,1000,0.003,0.025,0.025,0.0,14.6
0.003,180,1000,0.004,0.025,0.015,0.003,0.0
0.005,180,900,0.004,0.0,0.015,0.005,0.0
0.005,200,1000,0.003,0.025,0.015,0.0,15.66
0.004,200,1200,0.0035,0.05,0.015,0.002,0.0
0.003,240,1000,0.004,0.0,0.02,0.0015,13.78
0.003,240,1000,0.003,0.025,0.04,0.0,0.0
0.003,180,900,0.0035,0.0,0.0,0.0,0.0
0.004,240,1200,0.004,0.025,0.04,0.004,0.0
0.005,200,1000,0.0035,0.05,0.025,0.0,0.0
0.005,240,1000,0.004,0.0,0.0,0.0025,0.0
0.005,240,900,0.004,0.025,0.015,0.005,0.0
0.005,240,1000,0.003,0.0,0.0,0.0025,0.0
0.003,200,900,0.003,0.0,0.025,0.0015,0.0
0.004,240,1000,0.003,0.0,0.015,0.0,0.0
0.004,200,900,0.004,0.0,0.04,0.0,0.0
0.003,180,1000,0.004,0.025,0.015,0.0015,0.0
0.003,240,1000,0.004,0.0,0.025,0.003,7.02
0.004,200,1200,0.003,0.025,0.025,0.0,17.0
0.003,200,900,0.003,0.0,0.0,0.003,0.0
0.005,200,1200,0.003,0.025,0.0,0.0025,0.0
0.004,240,1200,0.0035,0.05,0.015,0.0,0.0
0.003,200,900,0.0035,0.0,0.0,0.0,0.0
0.003,240,1000,0.003,0.05,0.015,0.0,0.0
0.004,180,900,0.004,0.05,0.025,0.002,0.0
0.005,180,1000,0.0035,0.0,0.0,0.005,0.0
0.004,240,1200,0.003,0.0,0.015,0.004,2.98
0.005,200,900,0.0035,0.025,0.04,0.0025,0.0
0.003,180,1000,0.0035,0.025,0.04,0.003,9.62
0.005,180,1000,0.004,0.025,0.0,0.005,0.0
0.004,180,1200,0.004,0.025,0.025,0.004,0.0
0.003,240,1200,0.003,0.05,0.025,0.0,6.22
0.005,240,1000,0.0035,0.05,0.04,0.0,0.0
0.004,240,1000,0.003,0.05,0.0,0.0,0.0
0.003,240,900,0.0035,0.0,0.04,0.0015,0.0
0.005,200,1000,0.0035,0.0,0.015,0.005,0.0
0.004,240,1000,0.0035,0.05,0.015,0.0,0.0
0.004,240,900,0.004,0.0,0.02,0.004,0.0
0.005,240,1200,0.003,0.025,0.025,0.005,13.74
0.003,200,900,0.003,0.025,0.02,0.0,18.56
0.004,200,1200,0.003,0.0,0.0,0.002,0.0
0.003,240,1200,0.0035,0.0,0.02,0.0015,19.98
0.004,240,900,0.0035,0.0,0.015,0.0,0.0
0.003,240,1000,0.003,0.025,0.015,0.0,0.0
0.004,200,1200,0.0035,0.025,0.025,0.002,11.86
0.005,240,1200,0.004,0.05,0.0,0.0,0.0
0.004,200,1000,0.004,0.025,0.025,0.0,0.0
0.003,180,1000,0.003,0.05,0.0,0.0,14.28
0.003,200,900,0.004,0.0,0.0,0.0015,0.0
0.005,240,900,0.004,0.0,0.04,0.005,0.0
0.005,180,900,0.004,0.025,0.015,0.0025,0.0
0.005,180,1000,0.004,0.0,0.0,0.005,0.0
0.005,180,1000,0.003,0.05,0.025,0.0,0.0
0.005,180,1200,0.0035,0.0,0.0,0.0025,0.0
0.003,240,1200,0.0035,0.0,0.04,0.0015,0.0
0.005,200,900,0.004,0.025,0.015,0.005,0.0
0.003,200,900,0.004,0.05,0.0,0.0,0.0
0.003,240,1200,0.0035,0.0,0.0,0.003,0.0
0.003,240,1200,0.004,0.0,0.025,0.0015,9.6
0.003,240,1200,0.004,0.0,0.04,0.0,0.0
0.005,180,1200,0.0035,0.0,0.0,0.005,0.0
0.005,200,1000,0.0035,0.0,0.02,0.0025,0.0
0.005,200,900,0.0035,0.025,0.025,0.005,4.34
0.005,200,1200,0.0035,0.025,0.0,0.0025,0.0
0.005,180,1200,0.003,0.025,0.02,0.0,29.8
0.004,180,900,0.003,0.0,0.015,0.004,5.56
0.004,200,900,0.0035,0.025,0.015,0.004,0.0
0.005,200,1000,0.0035,0.025,0.025,0.005,7.02
0.004,200,1200,0.004,0.0,0.02,0.004,0.0
0.003,240,1000,0.003,0.025,0.0,0.0,0.0
0.005,240,1200,0.003,0.025,0.015,0.0025,14.42
0.005,180,900,0.003,0.05,0.0,0.0,0.0
0.005,180,900,0.003,0.025,0.04,0.0025,0.0
0.005,180,900,0.0035,0.05,0.0,0.0025,0.0
0.005,240,1200,0.003,0.025,0.04,0.0,0.0
0.004,200,1000,0.004,0.05,0.025,0.002,3.98
0.005,200,900,0.004,0.0,0.015,0.0,0.0
0.003,180,1000,0.003,0.025,0.025,0.0015,14.54
0.003,240,900,0.003,0.05,0.025,0.0,0.0
0.003,180,900,0.003,0.0,0.02,0.003,12.62
0.004,240,900,0.004,0.025,0.025,0.004,0.0
0.003,200,900,0.0035,0.05,0.015,0.0,0.0
0.003,240,1200,0.003,0.0,0.015,0.003,0.0
0.005,200,1000,0.0035,0.025,0.015,0.005,7.48
0.003,180,1000,0.004,0.0,0.015,0.0015,0.0
0.005,200,1200,0.0035,0.025,0.0,0.005,0.0
0.005,200,900,0.004,0.025,0.04,0.005,0.0
0.004,180,1000,0.003,0.0,0.015,0.002,3.46
0.003,200,1200,0.0035,0.0,0.0,0.003,0.0
0.004,200,900,0.004,0.025,0.04,0.004,0.0
0.004,180,900,0.003,0.05,0.025,0.002,0.0
0.004,200,1000,0.003,0.025,0.04,0.002,0.0
0.005,180,1200,0.0035,0.025,0.04,0.0,0.0
0.005,180,1000,0.003,0.025,0.0,0.0,0.0
0.003,200,1000,0.0035,0.025,0.04,0.0,9.14
0.004,240,1200,0.0035,0.025,0.04,0.0,0.0
0.004,180,900,0.004,0.0,0.0,0.0,9.0
0.005,180,1000,0.0035,0.05,0.025,0.0025,0.0
0.004,240,900,0.004,0.025,0.025,0.002,0.0
0.005,240,1000,0.003,0.05,0.025,0.0025,0.0
0.004,180,900,0.0035,0.05,0.04,0.004,0.0
0.003,180,900,0.004,0.05,0.0,0.003,0.0
0.004,240,1200,0.003,0.0,0.025,0.004,2.52
0.004,200,900,0.0035,0.05,0.04,0.004,0.0
0.005,200,1200,0.004,0.025,0.04,0.0025,0.0
0.003,200,1200,0.003,0.0,0.04,0.003,0.0
0.003,180,1200,0.0035,0.025,0.0,0.0,0.0
0.005,180,900,0.0035,0.0,0.025,0.0,0.0
0.005,240,1000,0.004,0.05,0.015,0.0025,0.0
0.004,200,1000,0.0035,0.05,0.02,0.004,16.42
0.005,240,1200,0.0035,0.05,0.02,0.0025,3.36
0.004,180,1200,0.003,0.0,0.025,0.002,5.52
0.003,200,1000,0.0035,0.0,0.04,0.003,0.0
0.004,180,1000,0.0035,0.0,0.0,0.004,0.0
0.004,240,1000,0.0035,0.025,0.025,0.002,7.42
0.003,180,1000,0.003,0.05,0.02,0.0,0.0
0.005,180,1000,0.0035,0.05,0.02,0.0025,0.0
0.003,240,1000,0.003,0.05,0.04,0.003,0.0
0.003,200,900,0.0035,0.0,0.015,0.003,0.0
0.005,240,900,0.004,0.0,0.025,0.005,0.0
0.004,240,1000,0.003,0.0,0.0,0.002,0.0
0.004,180,900,0.0035,0.05,0.025,0.002,0.0
0.003,180,900,0.003,0.05,0.0,0.003,0.0
0.003,180,900,0.0035,0.025,0.0,0.003,0.0
0.004,240,1200,0.004,0.05,0.02,0.002,2.04
0.003,180,1200,0.0035,0.0,0.02,0.0,0.0
0.003,240,900,0.003,0.05,0.015,0.0015,0.0
0.003,240,1000,0.004,0.0,0.015,0.0,7.36
0.003,240,900,0.004,0.0,0.02,0.0015,12.06
0.005,240,1200,0.004,0.05,0.02,0.0,1.34
0.004,180,1000,0.004,0.0,0.025,0.004,17.12
0.005,240,1200,0.004,0.0,0.025,0.005,0.0
0.005,240,1200,0.003,0.0,0.0,0.005,0.0
0.005,240,1000,0.004,0.025,0.015,0.0025,0.0
0.003,240,1000,0.0035,0.0,0.04,0.0015,0.0
0.005,200,1000,0.0035,0.025,0.04,0.0025,0.0
0.003,200,1000,0.003,0.0,0.04,0.003,0.0
0.005,240,1200,0.004,0.0,0.0,0.0,0.0
0.003,240,1200,0.003,0.0,0.025,0.0,0.0
0.004,180,900,0.004,0.025,0.04,0.004,0.0
0.004,200,1000,0.004,0.025,0.04,0.002,0.0
0.003,200,1000,0.004,0.025,0.025,0.0,0.0
0.003,180,900,0.004,0.025,0.025,0.0,0.0
0.003,200,1200,0.0035,0.0,0.025,0.0015,16.08
0.005,200,900,0.0035,0.025,0.02,0.0,13.62
0.005,200,1000,0.003,0.05,0.02,0.0025,10.88
0.004,200,1200,0.003,0.025,0.015,0.002,17.36
0.003,200,1200,0.003,0.05,0.04,0.0015,0.0
0.003,180,900,0.003,0.0,0.02,0.0015,12.62
0.005,180,900,0.0035,0.0,0.015,0.005,0.0
0.005,180,1000,0.004,0.05,0.02,0.0,0.0
0.003,200,1200,0.004,0.05,0.02,0.0015,3.94
0.004,180,1200,0.004,0.05,0.0,0.002,0.0
0.003,240,1200,0.003,0.05,0.0,0.0,0.0
0.005,180,900,0.003,0.05,0.02,0.0,11.46
0.004,200,900,0.004,0.05,0.025,0.004,0.0
0.004,200,900,0.0035,0.0,0.0,0.002,0.0
0.005,180,1200,0.004,0.0,0.02,0.0,1.1
0.004,180,1000,0.0035,0.05,0.015,0.0,0.0
0.005,180,1000,0.003,0.0,0.02,0.005,14.3
0.004,240,900,0.0035,0.05,0.015,0.0,0.0
0.003,200,1200,0.004,0.05,0.04,0.0015,0.0
0.004,180,1000,0.003,0.0,0.0,0.0,0.0
0.005,180,1200,0.003,0.05,0.0,0.0,0.0
0.004,180,1200,0.003,0.05,0.025,0.004,12.12
0.005,240,1200,0.0035,0.05,0.0,0.0025,0.0
0.004,240,1200,0.004,0.05,0.0,0.002,0.0
0.003,180,1000,0.0035,0.0,0.015,0.0015,0.0
0.005,180,1000,0.004,0.05,0.0,0.0,0.0
0.004,240,1000,0.004,0.05,0.04,0.0,0.0
0.004,200,1200,0.0035,0.0,0.04,0.0,0.0
0.004,240,900,0.0035,0.025,0.015,0.0,5.48
0.003,180,900,0.004,0.05,0.025,0.0,0.0
0.004,200,900,0.003,0.05,0.025,0.0,0.0
0.005,200,900,0.0035,0.05,0.04,0.0,0.0
0.003,240,1000,0.003,0.0,0.04,0.0,0.0
0.004,240,900,0.004,0.0,0.0,0.0,0.0
0.003,180,1000,0.0035,0.05,0.0,0.003,0.0
0.005,240,900,0.003,0.025,0.025,0.0,9.36
0.005,200,1000,0.004,0.0,0.02,0.0025,0.0
0.004,180,1000,0.0035,0.025,0.02,0.002,16.94
0.005,240,900,0.003,0.025,0.0,0.0,0.0
0.003,180,1000,0.004,0.025,0.0,0.0,0.0
0.003,240,900,0.0035,0.05,0.025,0.0015,0.0
0.005,200,1200,0.004,0.025,0.0,0.0025,0.0
0.003,180,1000,0.004,0.0,0.025,0.0015,0.0
0.004,200,1200,0.0035,0.0,0.0,0.004,0.0
0.003,200,1000,0.003,0.025,0.04,0.003,13.08
0.005,240,1000,0.003,0.0,0.0,0.005,0.0
0.003,180,900,0.0035,0.025,0.015,0.0015,0.0
0.003,200,1000,0.003,0.025,0.04,0.0015,13.08
0.003,240,1200,0.0035,0.025,0.015,0.0,6.7
0.003,240,900,0.003,0.0,0.0,0.0015,0.0
0.004,200,1200,0.003,0.0,0.025,0.0,7.04
0.005,200,1200,0.004,0.05,0.04,0.0025,0.0
0.005,180,900,0.003,0.05,0.015,0.0,0.0
0.003,180,900,0.004,0.025,0.02,0.003,0.0
0.004,240,1000,0.004,0.0,0.025,0.002,0.0
0.004,200,900,0.003,0.05,0.0,0.002,13.8
0.004,180,1000,0.004,0.0,0.02,0.004,10.46
0.004,180,1000,0.0035,0.05,0.025,0.0,4.28
0.004,200,1000,0.004,0.05,0.04,0.002,0.0
0.003,240,900,0.004,0.05,0.025,0.0015,0.0
0.004,200,1000,0.003,0.025,0.025,0.0,0.0
0.004,180,900,0.004,0.05,0.02,0.002,0.0
0.003,200,900,0.003,0.025,0.02,0.0015,18.48
0.003,180,1200,0.0035,0.025,0.015,0.0015,0.0
0.004,200,1000,0.0035,0.0,0.04,0.0,0.0
0.005,180,1200,0.004,0.0,0.0,0.005,0.0
0.005,180,1200,0.0035,0.0,0.02,0.0,7.62
0.003,240,1200,0.0035,0.0,0.0,0.0015,0.0
0.005,200,1200,0.004,0.05,0.015,0.0025,0.0
0.004,180,1200,0.0035,0.025,0.015,0.002,12.58
0.005,200,1000,0.004,0.0,0.0,0.0,0.0
0.005,240,900,0.004,0.05,0.025,0.0,0.0
0.005,240,900,0.0035,0.025,0.025,0.005,0.0
0.004,200,900,0.003,0.025,0.025,0.0,0.0
0.004,200,900,0.0035,0.025,0.015,0.002,0.0
0.003,200,1200,0.003,0.05,0.02,0.0015,18.78
0.005,180,1000,0.003,0.0,0.02,0.0,15.84
0.005,240,1200,0.003,0.05,0.0,0.0,0.0
0.003,200,1000,0.0035,0.0,0.025,0.0015,0.0
0.005,180,1200,0.003,0.025,0.025,0.005,23.2
0.005,180,1200,0.003,0.025,0.02,0.0025,29.68
0.005,180,1200,0.004,0.025,0.015,0.0025,9.7
0.004,180,1000,0.003,0.025,0.025,0.0,0.0
0.005,180,1000,0.0035,0.0,0.02,0.005,0.0
0.003,180,1000,0.004,0.025,0.0,0.0015,0.0
0.004,240,900,0.0035,0.0,0.025,0.002,0.0
0.004,200,900,0.003,0.0,0.0,0.002,0.0
0.003,180,1000,0.003,0.05,0.015,0.003,0.0
0.005,240,900,0.004,0.025,0.015,0.0,0.0
0.005,180,1000,0.004,0.025,0.015,0.0,4.58
0.004,240,1200,0.004,0.025,0.02,0.004,12.9
0.005,240,1200,0.003,0.0,0.02,0.005,13.94
0.005,240,1000,0.003,0.05,0.02,0.0025,8.28
0.003,240,1200,0.003,0.0,0.04,0.003,0.0
0.004,180,900,0.003,0.05,0.0,0.002,0.0
0.004,240,1000,0.004,0.025,0.04,0.0,0.0
0.004,180,1200,0.004,0.025,0.04,0.0,0.0
0.005,180,900,0.0035,0.025,0.02,0.005,15.46
0.005,180,1000,0.004,0.05,0.015,0.0,0.0
0.003,200,1200,0.0035,0.05,0.0,0.003,0.0
0.003,180,1000,0.0035,0.025,0.0,0.0015,0.0
